Path5_1(x)	Path5_1(y)	Path5_2(x)	Path5_2(y)	Path5_3(x)	Path5_3(y)	Path5_4(x)	Path5_4(y)	Path5_5(x)	Path5_5(y)	Path5_6(x)	Path5_6(y)	Path5_7(x)	Path5_7(y)	Path5_8(x)	Path5_8(y)	Path5_9(x)	Path5_9(y)	Path5_10(x)	Path5_10(y)	Path5_11(x)	Path5_11(y)	Path5_12(x)	Path5_12(y)	Path5_13(x)	Path5_13(y)	Path5_14(x)	Path5_14(y)	Path5_15(x)	Path5_15(y)	Path5_16(x)	Path5_16(y)	Path5_17(x)	Path5_17(y)	Path5_18(x)	Path5_18(y)	Path5_19(x)	Path5_19(y)	Path5_20(x)	Path5_20(y)	Path5_21(x)	Path5_21(y)	Path5_22(x)	Path5_22(y)	Path5_23(x)	Path5_23(y)	Path5_24(x)	Path5_24(y)
22	72	15	65	15	65	12	62	12	62	12	62	22	72	15	65	15	65	12	62	12	62	12	62	12	62	15	65	15	65	12	62	22	72	16	78	22	72	16	78	22	72	16	78	22	72	16	78
23	72	15	64	15	64	12	61	12	61	12	61	23	72	15	64	15	64	12	61	12	61	12	61	12	61	15	64	15	64	12	61	23	72	17	78	23	72	17	78	23	72	17	78	23	72	17	78
24	72	15	63	15	63	12	60	12	60	12	60	24	72	15	63	15	63	12	60	12	60	12	60	12	60	15	63	15	63	12	60	24	72	18	78	24	72	18	78	24	72	18	78	24	72	18	78
25	72	15	62	15	62	12	59	12	59	12	59	25	72	15	62	15	62	12	59	12	59	12	59	12	59	15	62	15	62	12	59	25	72	19	78	25	72	19	78	25	72	19	78	25	72	19	78
26	72	15	61	15	61	12	58	12	58	12	58	26	72	15	61	15	61	12	58	12	58	12	58	12	58	15	61	15	61	12	58	25	73	20	78	25	73	20	78	25	73	20	78	25	73	20	78
27	72	15	60	15	60	12	57	12	57	12	57	27	72	15	60	15	60	12	57	12	57	12	57	12	57	15	60	15	60	12	57	25	74	21	78	25	74	21	78	25	74	21	78	25	74	21	78
28	72	15	59	15	59	12	56	12	56	12	56	28	72	15	59	15	59	12	56	12	56	12	56	12	56	15	59	15	59	12	56	25	75	22	78	25	75	22	78	25	75	22	78	25	75	22	78
29	72	15	58	15	58	13	56	12	55	12	55	29	72	15	58	15	58	13	56	12	55	12	55	12	55	15	58	15	58	13	56	25	76	23	78	25	76	23	78	25	76	23	78	25	76	23	78
30	72	15	57	15	57	14	56	12	54	12	54	30	72	15	57	15	57	14	56	12	54	12	54	12	54	15	57	15	57	14	56	25	77	24	78	25	77	24	78	25	77	24	78	25	77	24	78
31	72	15	56	15	56	15	56	12	53	12	53	31	72	15	56	15	56	15	56	12	53	12	53	12	53	15	56	15	56	15	56	25	78	25	78	25	78	25	78	25	78	25	78	25	78	25	78
32	72	15	55	15	55	15	55	12	52	12	52	32	72	15	55	15	55	15	55	12	52	12	52	12	52	16	56	16	56	16	56	26	78	26	78	26	78	26	78	26	78	26	78	26	78	26	78
33	72	15	54	15	54	15	54	12	51	12	51	33	72	15	54	15	54	15	54	12	51	12	51	12	51	17	56	17	56	17	56	27	78	27	78	27	78	27	78	27	78	27	78	27	78	27	78
34	72	15	53	15	53	15	53	12	50	12	50	34	72	15	53	15	53	15	53	12	50	12	50	12	50	18	56	18	56	18	56	28	78	28	78	28	78	28	78	28	78	28	78	28	78	28	78
35	72	15	52	15	52	15	52	12	49	12	49	35	72	15	52	15	52	15	52	12	49	12	49	12	49	18	55	18	55	18	55	29	78	29	78	29	78	29	78	29	78	29	78	29	78	29	78
36	72	15	51	15	51	15	51	12	48	12	48	36	72	15	51	15	51	15	51	12	48	12	48	12	48	18	54	18	54	18	54	30	78	30	78	30	78	30	78	30	78	30	78	30	78	30	78
37	72	15	50	15	50	15	50	12	47	12	47	37	72	15	50	15	50	15	50	12	47	12	47	12	47	18	53	18	53	18	53	31	78	31	78	31	78	31	78	31	78	31	78	31	78	31	78
38	72	15	49	15	49	15	49	12	46	12	46	38	72	15	49	15	49	15	49	12	46	12	46	12	46	18	52	18	52	18	52	32	78	32	78	32	78	32	78	32	78	32	78	32	78	32	78
39	72	15	48	15	48	15	48	13	46	12	45	39	72	15	48	15	48	15	48	13	46	12	45	12	45	18	51	18	51	18	51	33	78	33	78	33	78	33	78	33	78	33	78	33	78	33	78
40	72	15	47	15	47	15	47	14	46	12	44	40	72	15	47	15	47	15	47	14	46	12	44	12	44	18	50	18	50	18	50	34	78	34	78	34	78	34	78	34	78	34	78	34	78	34	78
41	72	15	46	15	46	15	46	15	46	12	43	41	72	15	46	15	46	15	46	15	46	12	43	12	43	18	49	18	49	18	49	35	78	35	78	35	78	35	78	35	78	35	78	35	78	35	78
42	72	15	45	15	45	15	45	15	45	12	42	42	72	15	45	15	45	15	45	15	45	12	42	12	42	18	48	18	48	18	48	36	78	36	78	36	78	36	78	36	78	36	78	36	78	36	78
43	72	15	44	15	44	15	44	15	44	12	41	43	72	15	44	15	44	15	44	15	44	12	41	12	41	18	47	18	47	18	47	37	78	37	78	37	78	37	78	37	78	37	78	37	78	37	78
44	72	15	43	15	43	15	43	15	43	12	40	44	72	15	43	15	43	15	43	15	43	12	40	12	40	18	46	18	46	18	46	38	78	38	78	38	78	38	78	38	78	38	78	38	78	38	78
45	72	15	42	15	42	15	42	15	42	12	39	45	72	15	42	15	42	15	42	15	42	12	39	12	39	17	46	17	46	17	46	39	78	39	78	39	78	39	78	39	78	39	78	39	78	39	78
46	72	15	41	15	41	15	41	15	41	12	38	46	72	15	41	15	41	15	41	15	41	12	38	12	38	16	46	16	46	16	46	39	77	39	77	40	78	40	78	39	77	39	77	40	78	40	78
47	72	15	40	15	40	15	40	15	40	12	37	47	72	15	40	15	40	15	40	15	40	12	37	12	37	15	46	15	46	15	46	39	76	39	76	41	78	41	78	39	76	39	76	41	78	41	78
48	72	15	39	15	39	15	39	15	39	12	36	48	72	15	39	15	39	15	39	15	39	12	36	12	36	15	45	15	45	15	45	39	75	39	75	42	78	42	78	39	75	39	75	42	78	42	78
49	72	15	38	15	38	15	38	15	38	12	35	49	72	15	38	15	38	15	38	15	38	12	35	12	35	15	44	15	44	15	44	39	74	39	74	43	78	43	78	39	74	39	74	43	78	43	78
50	72	15	37	15	37	15	37	15	37	12	34	50	72	15	37	15	37	15	37	15	37	12	34	12	34	15	43	15	43	15	43	39	73	39	73	44	78	44	78	39	73	39	73	44	78	44	78
51	72	15	36	15	36	15	36	15	36	13	34	51	72	15	36	15	36	15	36	15	36	13	34	12	33	15	42	15	42	15	42	39	72	39	72	45	78	45	78	39	72	39	72	45	78	45	78
52	72	15	35	15	35	15	35	15	35	14	34	52	72	15	35	15	35	15	35	15	35	14	34	12	32	15	41	15	41	15	41	40	72	40	72	46	78	46	78	40	72	40	72	46	78	46	78
53	72	15	34	15	34	15	34	15	34	15	34	53	72	15	34	15	34	15	34	15	34	15	34	12	31	15	40	15	40	15	40	41	72	41	72	47	78	47	78	41	72	41	72	47	78	47	78
54	72	16	34	16	34	16	34	16	34	16	34	54	72	15	33	15	33	15	33	15	33	15	33	12	30	15	39	15	39	15	39	42	72	42	72	48	78	48	78	42	72	42	72	48	78	48	78
55	72	17	34	17	34	17	34	17	34	17	34	55	72	15	32	15	32	15	32	15	32	15	32	12	29	15	38	15	38	15	38	43	72	43	72	49	78	49	78	43	72	43	72	49	78	49	78
56	72	18	34	18	34	18	34	18	34	18	34	56	72	15	31	15	31	15	31	15	31	15	31	12	28	15	37	15	37	15	37	44	72	44	72	50	78	50	78	44	72	44	72	50	78	50	78
57	72	19	34	19	34	19	34	19	34	19	34	57	72	15	30	15	30	15	30	15	30	15	30	12	27	15	36	15	36	15	36	45	72	45	72	51	78	51	78	45	72	45	72	51	78	51	78
58	72	20	34	20	34	20	34	20	34	20	34	58	72	15	29	15	29	15	29	15	29	15	29	12	26	15	35	15	35	15	35	46	72	46	72	52	78	52	78	46	72	46	72	52	78	52	78
58	71	21	34	21	34	21	34	21	34	21	34	58	71	15	28	15	28	15	28	15	28	15	28	12	25	15	34	15	34	15	34	47	72	47	72	53	78	53	78	47	72	47	72	53	78	53	78
58	70	22	34	22	34	22	34	22	34	22	34	58	70	15	27	15	27	15	27	15	27	15	27	12	24	15	33	15	33	15	33	48	72	48	72	54	78	54	78	48	72	48	72	54	78	54	78
58	69	23	34	23	34	23	34	23	34	23	34	58	69	15	26	15	26	15	26	15	26	15	26	12	23	15	32	15	32	15	32	49	72	49	72	55	78	55	78	49	72	49	72	55	78	55	78
58	68	24	34	24	34	24	34	24	34	24	34	58	68	15	25	15	25	15	25	15	25	15	25	12	22	15	31	15	31	15	31	50	72	50	72	56	78	56	78	50	72	50	72	56	78	56	78
58	67	24	33	24	33	24	33	24	33	24	33	58	67	15	24	15	24	15	24	15	24	15	24	12	21	15	30	15	30	15	30	51	72	51	72	57	78	57	78	51	72	51	72	57	78	57	78
58	66	24	32	24	32	24	32	24	32	24	32	58	66	15	23	15	23	15	23	15	23	15	23	12	20	15	29	15	29	15	29	52	72	52	72	58	78	58	78	52	72	52	72	58	78	58	78
58	65	24	31	24	31	24	31	24	31	24	31	58	65	15	22	15	22	15	22	15	22	15	22	13	20	15	28	15	28	15	28	53	72	53	72	58	77	58	77	53	72	53	72	58	77	58	77
58	64	24	30	24	30	24	30	24	30	24	30	58	64	15	21	15	21	15	21	15	21	15	21	14	20	15	27	15	27	15	27	54	72	54	72	58	76	58	76	54	72	54	72	58	76	58	76
58	63	24	29	24	29	24	29	24	29	24	29	58	63	15	20	15	20	15	20	15	20	15	20	15	20	15	26	15	26	15	26	55	72	55	72	58	75	58	75	55	72	55	72	58	75	58	75
58	62	24	28	24	28	24	28	24	28	24	28	58	62	16	20	16	20	16	20	16	20	16	20	16	20	15	25	15	25	15	25	56	72	56	72	58	74	58	74	56	72	56	72	58	74	58	74
58	61	24	27	24	27	24	27	24	27	24	27	58	61	17	20	17	20	17	20	17	20	17	20	17	20	15	24	15	24	15	24	57	72	57	72	58	73	58	73	57	72	57	72	58	73	58	73
58	60	24	26	24	26	24	26	24	26	24	26	58	60	18	20	18	20	18	20	18	20	18	20	18	20	15	23	15	23	15	23	58	72	58	72	58	72	58	72	58	72	58	72	58	72	58	72
59	60	24	25	24	25	24	25	24	25	24	25	59	60	19	20	19	20	19	20	19	20	19	20	19	20	15	22	15	22	15	22	58	71	58	71	58	71	58	71	58	71	58	71	58	71	58	71
60	60	24	24	24	24	24	24	24	24	24	24	60	60	20	20	20	20	20	20	20	20	20	20	20	20	15	21	15	21	15	21	58	70	58	70	58	70	58	70	58	70	58	70	58	70	58	70
60	59	25	24	25	24	25	24	25	24	25	24	60	59	21	20	21	20	21	20	21	20	21	20	21	20	15	20	15	20	15	20	58	69	58	69	58	69	58	69	58	69	58	69	58	69	58	69
60	58	26	24	26	24	26	24	26	24	26	24	60	58	22	20	22	20	22	20	22	20	22	20	22	20	16	20	16	20	16	20	58	68	58	68	58	68	58	68	58	68	58	68	58	68	58	68
60	57	27	24	27	24	27	24	27	24	27	24	60	57	23	20	23	20	23	20	23	20	23	20	23	20	17	20	17	20	17	20	58	67	58	67	58	67	58	67	58	67	58	67	58	67	58	67
60	56	28	24	28	24	28	24	28	24	28	24	60	56	24	20	24	20	24	20	24	20	24	20	24	20	18	20	18	20	18	20	58	66	58	66	58	66	58	66	58	66	58	66	58	66	58	66
60	55	29	24	29	24	29	24	29	24	29	24	60	55	25	20	25	20	25	20	25	20	25	20	25	20	19	20	19	20	19	20	58	65	58	65	58	65	58	65	58	65	58	65	58	65	58	65
60	54	30	24	30	24	30	24	30	24	30	24	60	54	26	20	26	20	26	20	26	20	26	20	26	20	20	20	20	20	20	20	58	64	58	64	58	64	58	64	58	64	58	64	58	64	58	64
60	53	31	24	31	24	31	24	31	24	31	24	60	53	27	20	27	20	27	20	27	20	27	20	27	20	21	20	21	20	21	20	58	63	58	63	58	63	58	63	58	63	58	63	58	63	58	63
60	52	32	24	32	24	32	24	32	24	32	24	60	52	28	20	28	20	28	20	28	20	28	20	28	20	22	20	22	20	22	20	58	62	58	62	58	62	58	62	58	62	58	62	58	62	58	62
60	51	33	24	33	24	33	24	33	24	33	24	60	51	29	20	29	20	29	20	29	20	29	20	29	20	23	20	23	20	23	20	58	61	58	61	58	61	58	61	58	61	58	61	58	61	58	61
60	50	34	24	34	24	34	24	34	24	34	24	60	50	30	20	30	20	30	20	30	20	30	20	30	20	24	20	24	20	24	20	58	60	58	60	58	60	58	60	58	60	58	60	58	60	58	60
60	49	35	24	35	24	35	24	35	24	35	24	60	49	31	20	31	20	31	20	31	20	31	20	31	20	25	20	25	20	25	20	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60
60	48	36	24	36	24	36	24	36	24	36	24	60	48	32	20	32	20	32	20	32	20	32	20	32	20	26	20	26	20	26	20	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
60	47	37	24	37	24	37	24	37	24	37	24	60	47	33	20	33	20	33	20	33	20	33	20	33	20	27	20	27	20	27	20	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59
60	46	38	24	38	24	38	24	38	24	38	24	60	46	34	20	34	20	34	20	34	20	34	20	34	20	28	20	28	20	28	20	60	58	60	58	60	58	60	58	60	58	60	58	60	58	60	58
60	45	39	24	39	24	39	24	39	24	39	24	60	45	35	20	35	20	35	20	35	20	35	20	35	20	29	20	29	20	29	20	60	57	60	57	60	57	60	57	60	57	60	57	60	57	60	57
60	44	40	24	40	24	40	24	40	24	40	24	60	44	36	20	36	20	36	20	36	20	36	20	36	20	30	20	30	20	30	20	60	56	60	56	60	56	60	56	60	56	60	56	60	56	60	56
60	43	41	24	41	24	41	24	41	24	41	24	60	43	37	20	37	20	37	20	37	20	37	20	37	20	31	20	31	20	31	20	61	56	61	56	61	56	61	56	61	56	61	56	61	56	61	56
60	42	42	24	42	24	42	24	42	24	42	24	60	42	38	20	38	20	38	20	38	20	38	20	38	20	32	20	32	20	32	20	62	56	62	56	62	56	62	56	62	56	62	56	62	56	62	56
60	41	43	24	43	24	43	24	43	24	43	24	60	41	39	20	39	20	39	20	39	20	39	20	39	20	33	20	33	20	33	20	63	56	63	56	63	56	63	56	63	56	63	56	63	56	63	56
60	40	44	24	44	24	44	24	44	24	44	24	60	40	40	20	40	20	40	20	40	20	40	20	40	20	34	20	34	20	34	20	63	55	63	55	63	55	63	55	63	55	63	55	63	55	63	55
60	39	45	24	45	24	45	24	45	24	45	24	60	39	41	20	41	20	41	20	41	20	41	20	41	20	35	20	35	20	35	20	63	54	63	54	63	54	63	54	63	54	63	54	63	54	63	54
60	38	46	24	46	24	46	24	46	24	46	24	60	38	42	20	42	20	42	20	42	20	42	20	42	20	36	20	36	20	36	20	63	53	63	53	63	53	63	53	63	53	63	53	63	53	63	53
60	37	47	24	47	24	47	24	47	24	47	24	60	37	43	20	43	20	43	20	43	20	43	20	43	20	37	20	37	20	37	20	63	52	63	52	63	52	63	52	63	52	63	52	63	52	63	52
60	36	48	24	48	24	48	24	48	24	48	24	59	37	44	20	44	20	44	20	44	20	44	20	44	20	38	20	38	20	38	20	63	51	63	51	63	51	63	51	63	51	63	51	63	51	63	51
60	35	49	24	49	24	49	24	49	24	49	24	58	37	45	20	45	20	45	20	45	20	45	20	45	20	39	20	39	20	39	20	63	50	63	50	63	50	63	50	63	50	63	50	63	50	63	50
60	34	50	24	50	24	50	24	50	24	50	24	58	36	46	20	46	20	46	20	46	20	46	20	46	20	40	20	40	20	40	20	63	49	63	49	63	49	63	49	63	49	63	49	63	49	63	49
60	33	51	24	51	24	51	24	51	24	51	24	58	35	47	20	47	20	47	20	47	20	47	20	47	20	41	20	41	20	41	20	63	48	63	48	63	48	63	48	63	48	63	48	63	48	63	48
60	32	52	24	52	24	52	24	52	24	52	24	58	34	48	20	48	20	48	20	48	20	48	20	48	20	42	20	42	20	42	20	63	47	63	47	63	47	63	47	63	47	63	47	63	47	63	47
60	31	53	24	53	24	53	24	53	24	53	24	58	33	49	20	49	20	49	20	49	20	49	20	49	20	43	20	43	20	43	20	63	46	63	46	63	46	63	46	63	46	63	46	63	46	63	46
60	30	54	24	54	24	54	24	54	24	54	24	58	32	50	20	50	20	50	20	50	20	50	20	50	20	44	20	44	20	44	20	63	45	63	45	63	45	63	45	63	45	63	45	63	45	63	45
60	29	55	24	55	24	55	24	55	24	55	24	58	31	51	20	51	20	51	20	51	20	51	20	51	20	45	20	45	20	45	20	63	44	63	44	63	44	63	44	63	44	63	44	63	44	63	44
60	28	56	24	56	24	56	24	56	24	56	24	58	30	52	20	52	20	52	20	52	20	52	20	52	20	46	20	46	20	46	20	63	43	63	43	63	43	63	43	63	43	63	43	63	43	63	43
60	27	57	24	57	24	57	24	57	24	57	24	58	29	53	20	53	20	53	20	53	20	53	20	53	20	47	20	47	20	47	20	63	42	63	42	63	42	63	42	63	42	63	42	63	42	63	42
60	26	58	24	58	24	58	24	58	24	58	24	58	28	54	20	54	20	54	20	54	20	54	20	54	20	48	20	48	20	48	20	63	41	63	41	63	41	63	41	63	41	63	41	63	41	63	41
60	25	59	24	59	24	59	24	59	24	59	24	58	27	55	20	55	20	55	20	55	20	55	20	55	20	49	20	49	20	49	20	63	40	63	40	63	40	63	40	63	40	63	40	63	40	63	40
60	24	60	24	60	24	60	24	60	24	60	24	58	26	56	20	56	20	56	20	56	20	56	20	56	20	50	20	50	20	50	20	63	39	63	39	63	39	63	39	63	39	63	39	63	39	63	39
0	0	0	0	0	0	0	0	0	0	0	0	58	25	57	20	57	20	57	20	57	20	57	20	57	20	51	20	51	20	51	20	63	38	63	38	63	38	63	38	63	38	63	38	63	38	63	38
0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	20	58	20	58	20	58	20	58	20	58	20	52	20	52	20	52	20	63	37	63	37	63	37	63	37	63	37	63	37	63	37	63	37
0	0	0	0	0	0	0	0	0	0	0	0	59	24	58	21	58	21	58	21	58	21	58	21	58	21	53	20	53	20	53	20	64	37	64	37	64	37	64	37	64	37	64	37	64	37	64	37
0	0	0	0	0	0	0	0	0	0	0	0	60	24	58	22	58	22	58	22	58	22	58	22	58	22	54	20	54	20	54	20	65	37	65	37	65	37	65	37	65	37	65	37	65	37	65	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	58	23	58	23	58	23	58	23	58	23	55	20	55	20	55	20	66	37	66	37	66	37	66	37	66	37	66	37	66	37	66	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	24	58	24	58	24	58	24	58	24	56	20	56	20	56	20	67	37	67	37	67	37	67	37	67	37	67	37	67	37	67	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	24	59	24	59	24	59	24	59	24	59	24	57	20	57	20	57	20	68	37	68	37	68	37	68	37	68	37	68	37	68	37	68	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	60	24	60	24	60	24	60	24	60	24	58	20	58	20	58	20	69	37	69	37	69	37	69	37	69	37	69	37	69	37	69	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	58	21	58	21	70	37	70	37	70	37	70	37	70	37	70	37	70	37	70	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	22	58	22	58	22	71	37	71	37	71	37	71	37	71	37	71	37	71	37	71	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	58	23	58	23	72	37	72	37	72	37	72	37	72	37	72	37	72	37	72	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	24	58	24	72	36	72	36	72	36	72	36	72	36	72	36	72	36	72	36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	24	59	24	59	24	72	35	72	35	72	35	72	35	72	35	72	35	72	35	72	35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	60	24	60	24	72	34	72	34	72	34	72	34	72	34	72	34	72	34	72	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	33	72	33	72	33	72	33	72	33	72	33	72	33	72	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	32	72	32	72	32	72	32	72	32	72	32	72	32	72	32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	31	72	31	72	31	72	31	72	31	72	31	72	31	72	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	30	72	30	72	30	72	30	72	30	72	30	72	30	72	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	29	72	29	72	29	72	29	72	29	72	29	72	29	72	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	28	72	28	72	28	72	28	72	28	72	28	72	28	72	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	27	72	27	72	27	72	27	72	27	72	27	72	27	72	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	26	72	26	72	26	72	26	72	26	72	26	72	26	72	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	25	72	25	72	25	72	25	72	25	72	25	72	25	72	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	24	72	24	72	24	72	24	72	24	72	24	72	24	72	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	23	72	23	72	23	72	23	72	23	72	23	72	23	72	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	22	72	22	72	22	72	22	72	22	72	22	72	22	72	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	21	72	21	72	21	72	21	72	21	72	21	72	21	72	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	20	72	20	72	20	72	20	72	20	72	20	72	20	72	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	19	72	19	72	19	72	19	72	19	72	19	72	19	72	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	17	72	17	72	17	72	17	72	17	72	17	72	17	72	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	16	72	16	72	16	72	16	72	16	72	16	72	16	72	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	15	72	15	72	15	72	15	72	15	72	15	72	15	72	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	14	72	14	72	14	72	14	72	14	72	14	72	14	72	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	13	72	13	72	13	72	13	72	13	72	13	72	13	72	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	12	72	12	72	12	72	12	72	12	72	12	72	12	72	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	12	71	12	71	12	71	12	71	12	71	12	71	12	71	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	12	70	12	70	12	70	12	70	12	70	12	70	12	70	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	12	69	12	69	12	69	12	69	12	69	12	69	12	69	12
