Path8_1(x)	Path8_1(y)	Path8_2(x)	Path8_2(y)	Path8_3(x)	Path8_3(y)	Path8_4(x)	Path8_4(y)	Path8_5(x)	Path8_5(y)	Path8_6(x)	Path8_6(y)	Path8_7(x)	Path8_7(y)	Path8_8(x)	Path8_8(y)	Path8_9(x)	Path8_9(y)	Path8_10(x)	Path8_10(y)	Path8_11(x)	Path8_11(y)	Path8_12(x)	Path8_12(y)	Path8_13(x)	Path8_13(y)	Path8_14(x)	Path8_14(y)	Path8_15(x)	Path8_15(y)	Path8_16(x)	Path8_16(y)	Path8_17(x)	Path8_17(y)	Path8_18(x)	Path8_18(y)	Path8_19(x)	Path8_19(y)	Path8_20(x)	Path8_20(y)	Path8_21(x)	Path8_21(y)	Path8_22(x)	Path8_22(y)	Path8_23(x)	Path8_23(y)	Path8_24(x)	Path8_24(y)	Path8_25(x)	Path8_25(y)	Path8_26(x)	Path8_26(y)	Path8_27(x)	Path8_27(y)	Path8_28(x)	Path8_28(y)	Path8_29(x)	Path8_29(y)	Path8_30(x)	Path8_30(y)	Path8_31(x)	Path8_31(y)	Path8_32(x)	Path8_32(y)	Path8_33(x)	Path8_33(y)	Path8_34(x)	Path8_34(y)	Path8_35(x)	Path8_35(y)	Path8_36(x)	Path8_36(y)	Path8_37(x)	Path8_37(y)	Path8_38(x)	Path8_38(y)	Path8_39(x)	Path8_39(y)	Path8_40(x)	Path8_40(y)	Path8_41(x)	Path8_41(y)	Path8_42(x)	Path8_42(y)	Path8_43(x)	Path8_43(y)	Path8_44(x)	Path8_44(y)	Path8_45(x)	Path8_45(y)	Path8_46(x)	Path8_46(y)	Path8_47(x)	Path8_47(y)	Path8_48(x)	Path8_48(y)
10	30	10	30	10	30	10	30	10	30	10	30	10	30	5	35	5	35	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	20	40	10	30	10	30	20	40	20	40	20	40	20	40	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	5	35	10	30	5	35	5	35	10	30	10	30	5	39
10	29	10	29	10	29	10	29	10	29	10	29	10	29	5	34	5	34	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	21	40	10	29	10	29	21	40	21	40	21	40	21	40	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	5	34	10	29	5	34	5	34	10	29	10	29	5	40
10	28	10	28	10	28	10	28	10	28	10	28	10	28	5	33	5	33	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	22	40	10	28	10	28	22	40	22	40	22	40	22	40	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	5	33	10	28	5	33	5	33	10	28	10	28	5	41
10	27	10	27	10	27	10	27	10	27	10	27	10	27	5	32	5	32	22	39	23	40	23	40	22	39	23	40	22	39	23	40	23	40	23	40	23	40	23	40	23	40	22	39	23	40	22	39	23	40	23	40	22	39	10	27	10	27	22	39	22	39	22	39	22	39	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	5	32	10	27	5	32	5	32	10	27	10	27	5	42
11	27	10	26	11	27	10	26	11	27	11	27	10	26	5	31	5	31	22	38	24	40	24	40	22	38	24	40	22	38	24	40	24	40	24	40	24	40	24	40	24	40	22	38	24	40	22	38	24	40	24	40	22	38	11	27	11	27	22	38	22	38	22	38	22	38	11	27	10	26	11	27	10	26	11	27	11	27	11	27	11	27	5	31	9	27	5	31	5	31	9	27	9	27	5	43
12	27	10	25	12	27	10	25	12	27	12	27	10	25	5	30	5	30	22	37	25	40	25	40	22	37	25	40	22	37	25	40	25	40	25	40	25	40	25	40	25	40	22	37	25	40	22	37	25	40	25	40	22	37	12	27	12	27	22	37	22	37	22	37	22	37	12	27	10	25	12	27	10	25	12	27	12	27	12	27	12	27	5	30	8	27	5	30	5	30	8	27	8	27	5	44
13	27	10	24	13	27	10	24	13	27	13	27	10	24	5	29	5	29	23	37	26	40	26	40	23	37	26	40	23	37	26	40	26	40	26	40	26	40	26	40	26	40	23	37	26	40	22	36	26	40	26	40	22	36	13	27	13	27	22	36	22	36	22	36	22	36	13	27	10	24	13	27	10	24	13	27	13	27	13	27	13	27	5	29	7	27	5	29	5	29	7	27	7	27	5	45
14	27	10	23	14	27	10	23	14	27	14	27	10	23	5	28	5	28	24	37	27	40	27	40	24	37	27	40	24	37	27	40	27	40	27	40	27	40	27	40	27	40	24	37	27	40	22	35	27	40	27	40	22	35	14	27	14	27	22	35	22	35	22	35	22	35	14	27	10	23	14	27	10	23	14	27	14	27	14	27	14	27	5	28	6	27	5	28	5	28	6	27	6	27	6	45
15	27	10	22	15	27	10	22	15	27	15	27	10	22	5	27	5	27	25	37	28	40	28	40	25	37	27	39	25	37	28	40	28	40	27	39	28	40	27	39	27	39	25	37	27	39	22	34	27	39	27	39	22	34	15	27	15	27	22	34	22	34	22	34	22	34	15	27	10	22	15	27	10	22	15	27	15	27	15	27	15	27	5	27	5	27	5	27	5	27	5	27	5	27	7	45
15	26	10	21	15	26	10	21	16	27	15	26	10	21	6	27	6	27	26	37	29	40	29	40	26	37	27	38	26	37	29	40	29	40	27	38	29	40	27	38	27	38	26	37	27	38	22	33	27	38	27	38	22	33	16	27	16	27	22	33	22	33	22	33	22	33	15	26	10	21	15	26	10	21	16	27	16	27	16	27	16	27	5	26	5	26	5	26	5	26	5	26	5	26	8	45
15	25	10	20	15	25	10	20	17	27	15	25	10	20	7	27	7	27	27	37	30	40	30	40	27	37	27	37	27	37	30	40	30	40	27	37	30	40	27	37	27	37	27	37	27	37	22	32	27	37	27	37	22	32	17	27	17	27	22	32	22	32	22	32	22	32	15	25	10	20	15	25	10	20	17	27	17	27	17	27	17	27	5	25	5	25	5	25	5	25	5	25	5	25	9	45
15	24	10	19	15	24	10	19	17	26	15	24	10	19	8	27	8	27	28	37	31	40	31	40	27	36	27	36	28	37	31	40	31	40	27	36	31	40	27	36	27	36	27	36	27	36	22	31	27	36	27	36	22	31	18	27	18	27	22	31	22	31	22	31	22	31	15	24	10	19	15	24	10	19	18	27	18	27	18	27	18	27	5	24	5	24	5	24	5	24	5	24	5	24	10	45
15	23	10	18	15	23	10	18	17	25	15	23	10	18	9	27	9	27	29	37	32	40	32	40	27	35	27	35	29	37	32	40	32	40	27	35	32	40	27	35	27	35	27	35	27	35	22	30	27	35	27	35	22	30	19	27	19	27	22	30	22	30	22	30	22	30	15	23	10	18	15	23	10	18	19	27	19	27	19	27	19	27	5	23	5	23	5	23	5	23	5	23	5	23	11	45
15	22	10	17	15	22	10	17	17	24	15	22	10	17	10	27	10	27	30	37	32	39	32	39	27	34	27	34	30	37	32	39	32	39	27	34	32	39	27	34	27	34	27	34	27	34	22	29	27	34	27	34	22	29	20	27	20	27	22	29	22	29	22	29	22	29	15	22	10	17	15	22	10	17	20	27	20	27	20	27	20	27	5	22	5	22	5	22	5	22	5	22	5	22	12	45
15	21	11	17	15	21	11	17	17	23	15	21	11	17	11	27	10	26	31	37	32	38	32	38	27	33	27	33	31	37	32	38	32	38	27	33	32	38	27	33	27	33	27	33	27	33	22	28	27	33	27	33	22	28	21	27	21	27	22	28	22	28	22	28	22	28	15	21	11	17	15	21	11	17	21	27	21	27	21	27	21	27	5	21	5	21	5	21	5	21	5	21	5	21	13	45
15	20	12	17	15	20	12	17	17	22	15	20	12	17	12	27	10	25	32	37	32	37	32	37	27	32	27	32	32	37	32	37	32	37	27	32	32	37	27	32	27	32	27	32	27	32	22	27	27	32	27	32	22	27	22	27	22	27	22	27	22	27	22	27	22	27	15	20	12	17	15	20	12	17	22	27	22	27	22	27	22	27	5	20	5	20	5	20	5	20	5	20	5	20	14	45
15	19	13	17	15	19	13	17	17	21	15	19	13	17	13	27	10	24	32	36	32	36	32	36	28	32	28	32	32	36	32	36	32	36	27	31	32	36	27	31	27	31	27	31	27	31	23	27	27	31	27	31	23	27	23	27	23	27	23	27	23	27	23	27	23	27	15	19	13	17	15	19	13	17	23	27	23	27	23	27	23	27	5	19	5	19	5	19	5	19	5	19	5	19	15	45
15	18	14	17	15	18	14	17	17	20	15	18	14	17	14	27	10	23	32	35	32	35	32	35	29	32	29	32	32	35	32	35	32	35	27	30	32	35	27	30	27	30	27	30	27	30	24	27	27	30	27	30	24	27	24	27	24	27	24	27	24	27	24	27	24	27	15	18	14	17	15	18	14	17	24	27	24	27	24	27	24	27	5	18	5	18	5	18	5	18	5	18	5	18	16	45
15	17	15	17	15	17	15	17	17	19	15	17	15	17	15	27	10	22	33	35	33	35	32	34	30	32	30	32	32	34	32	34	32	34	27	29	32	34	27	29	27	29	27	29	27	29	25	27	27	29	27	29	25	27	25	27	25	27	25	27	25	27	25	27	25	27	15	17	15	17	15	17	15	17	25	27	25	27	25	27	25	27	5	17	5	17	5	17	5	17	5	17	5	17	17	45
15	16	15	16	16	17	16	17	17	18	15	16	15	16	15	26	10	21	34	35	34	35	32	33	31	32	31	32	32	33	32	33	32	33	27	28	32	33	27	28	27	28	27	28	27	28	26	27	27	28	27	28	26	27	26	27	26	27	26	27	26	27	26	27	26	27	16	17	16	17	16	17	16	17	26	27	26	27	26	27	26	27	6	17	6	17	5	16	5	16	5	16	5	16	18	45
15	15	15	15	17	17	17	17	17	17	15	15	15	15	15	25	10	20	35	35	35	35	32	32	32	32	32	32	32	32	32	32	32	32	27	27	32	32	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	17	17	17	17	17	17	17	17	27	27	27	27	27	27	27	27	7	17	7	17	5	15	5	15	5	15	5	15	19	45
16	15	16	15	18	17	18	17	17	16	16	15	16	15	15	24	10	19	35	34	35	34	33	32	33	32	33	32	32	31	32	31	32	31	27	26	32	31	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	18	17	18	17	18	17	18	17	27	26	27	26	27	26	27	26	8	17	8	17	5	14	5	14	5	14	5	14	20	45
17	15	17	15	19	17	19	17	17	15	17	15	17	15	15	23	10	18	35	33	35	33	34	32	34	32	34	32	32	30	32	30	32	30	27	25	32	30	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	19	17	19	17	19	17	19	17	27	25	27	25	27	25	27	25	9	17	9	17	5	13	5	13	5	13	5	13	21	45
18	15	18	15	20	17	20	17	18	15	18	15	18	15	15	22	10	17	35	32	35	32	35	32	35	32	35	32	32	29	32	29	32	29	27	24	32	29	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	20	17	20	17	20	17	20	17	27	24	27	24	27	24	27	24	10	17	10	17	5	12	5	12	5	12	5	12	22	45
19	15	19	15	21	17	21	17	19	15	19	15	19	15	15	21	11	17	35	31	35	31	35	31	35	31	35	31	32	28	32	28	32	28	27	23	32	28	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	21	17	21	17	21	17	21	17	27	23	27	23	27	23	27	23	11	17	11	17	5	11	5	11	5	11	5	11	23	45
20	15	20	15	22	17	22	17	20	15	20	15	20	15	15	20	12	17	35	30	35	30	35	30	35	30	35	30	32	27	32	27	32	27	27	22	32	27	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	22	17	22	17	22	17	22	17	27	22	27	22	27	22	27	22	12	17	12	17	5	10	5	10	5	10	5	10	24	45
21	15	21	15	23	17	23	17	21	15	21	15	21	15	15	19	13	17	35	29	35	29	35	29	35	29	35	29	32	26	32	26	32	26	28	22	32	26	27	21	28	22	27	21	27	21	27	21	27	21	28	22	28	22	27	21	28	22	27	21	28	22	27	21	28	22	23	17	23	17	23	17	23	17	27	21	28	22	27	21	28	22	13	17	13	17	5	9	5	9	5	9	5	9	25	45
22	15	22	15	24	17	24	17	22	15	22	15	22	15	15	18	14	17	35	28	35	28	35	28	35	28	35	28	32	25	32	25	32	25	29	22	32	25	27	20	29	22	27	20	27	20	27	20	27	20	29	22	29	22	27	20	29	22	27	20	29	22	27	20	29	22	24	17	24	17	24	17	24	17	27	20	29	22	27	20	29	22	14	17	14	17	5	8	5	8	5	8	5	8	26	45
23	15	23	15	25	17	25	17	23	15	23	15	23	15	15	17	15	17	35	27	35	27	35	27	35	27	35	27	32	24	32	24	32	24	30	22	32	24	27	19	30	22	27	19	27	19	27	19	27	19	30	22	30	22	27	19	30	22	27	19	30	22	27	19	30	22	25	17	25	17	25	17	25	17	27	19	30	22	27	19	30	22	15	17	15	17	5	7	5	7	5	7	5	7	27	45
24	15	24	15	26	17	26	17	24	15	24	15	24	15	15	16	15	16	35	26	35	26	35	26	35	26	35	26	32	23	32	23	32	23	31	22	32	23	27	18	31	22	27	18	27	18	27	18	27	18	31	22	31	22	27	18	31	22	27	18	31	22	27	18	31	22	26	17	26	17	26	17	26	17	27	18	31	22	27	18	31	22	15	16	15	16	5	6	5	6	5	6	5	6	28	45
25	15	25	15	27	17	27	17	25	15	25	15	25	15	15	15	15	15	35	25	35	25	35	25	35	25	35	25	32	22	32	22	32	22	32	22	32	22	27	17	32	22	27	17	27	17	27	17	27	17	32	22	32	22	27	17	32	22	27	17	32	22	27	17	32	22	27	17	27	17	27	17	27	17	27	17	32	22	27	17	32	22	15	15	15	15	5	5	5	5	5	5	5	5	29	45
26	15	26	15	27	16	27	16	26	15	26	15	26	15	16	15	16	15	35	24	35	24	35	24	35	24	35	24	33	22	33	22	32	21	33	22	32	21	28	17	32	21	27	16	27	16	27	16	28	17	32	21	33	22	28	17	32	21	28	17	32	21	28	17	32	21	28	17	28	17	28	17	28	17	27	16	33	22	28	17	32	21	16	15	16	15	6	5	6	5	6	5	6	5	30	45
27	15	27	15	27	15	27	15	27	15	27	15	27	15	17	15	17	15	35	23	35	23	35	23	35	23	35	23	34	22	34	22	32	20	34	22	32	20	29	17	32	20	27	15	27	15	27	15	29	17	32	20	34	22	29	17	32	20	29	17	32	20	29	17	32	20	29	17	29	17	29	17	29	17	27	15	34	22	29	17	32	20	17	15	17	15	7	5	7	5	7	5	7	5	31	45
28	15	28	15	28	15	28	15	28	15	27	16	27	16	18	15	18	15	35	22	35	22	35	22	35	22	35	22	35	22	35	22	32	19	35	22	32	19	30	17	32	19	28	15	28	15	28	15	30	17	32	19	35	22	30	17	32	19	30	17	32	19	30	17	32	19	30	17	30	17	30	17	30	17	28	15	35	22	30	17	32	19	18	15	18	15	8	5	8	5	8	5	8	5	32	45
29	15	29	15	29	15	29	15	29	15	27	17	27	17	19	15	19	15	35	21	35	21	35	21	35	21	35	21	35	21	35	21	32	18	35	21	32	18	31	17	32	18	29	15	29	15	29	15	31	17	32	18	35	21	31	17	32	18	31	17	32	18	31	17	32	18	31	17	31	17	31	17	31	17	29	15	35	21	31	17	32	18	19	15	19	15	9	5	9	5	9	5	9	5	33	45
30	15	30	15	30	15	30	15	30	15	28	17	28	17	20	15	20	15	35	20	35	20	35	20	35	20	35	20	35	20	35	20	32	17	35	20	32	17	32	17	32	17	30	15	30	15	30	15	32	17	32	17	35	20	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	30	15	35	20	32	17	32	17	20	15	20	15	10	5	10	5	10	5	10	5	34	45
31	15	31	15	31	15	31	15	31	15	29	17	29	17	21	15	21	15	35	19	35	19	35	19	35	19	35	19	35	19	35	19	32	16	35	19	33	17	33	17	33	17	31	15	31	15	31	15	32	16	32	16	35	19	33	17	33	17	32	16	32	16	33	17	33	17	32	16	32	16	33	17	33	17	31	15	35	19	32	16	32	16	21	15	21	15	11	5	11	5	11	5	11	5	35	45
32	15	32	15	32	15	32	15	32	15	30	17	30	17	22	15	22	15	35	18	35	18	35	18	35	18	35	18	35	18	35	18	32	15	35	18	34	17	34	17	34	17	32	15	32	15	32	15	32	15	32	15	35	18	34	17	34	17	32	15	32	15	34	17	34	17	32	15	32	15	34	17	34	17	32	15	35	18	32	15	32	15	22	15	22	15	12	5	12	5	12	5	12	5	36	45
33	15	33	15	33	15	33	15	33	15	31	17	31	17	23	15	23	15	35	17	35	17	35	17	35	17	35	17	35	17	35	17	33	15	35	17	35	17	35	17	35	17	33	15	33	15	33	15	33	15	33	15	35	17	35	17	35	17	33	15	33	15	35	17	35	17	33	15	33	15	35	17	35	17	33	15	35	17	33	15	33	15	23	15	23	15	13	5	13	5	13	5	13	5	37	45
34	15	34	15	34	15	34	15	34	15	32	17	32	17	24	15	24	15	35	16	35	16	35	16	35	16	35	16	35	16	35	16	34	15	35	16	35	16	35	16	35	16	34	15	34	15	34	15	34	15	34	15	35	16	35	16	35	16	34	15	34	15	35	16	35	16	34	15	34	15	35	16	35	16	34	15	35	16	34	15	34	15	24	15	24	15	14	5	14	5	14	5	14	5	38	45
35	15	35	15	35	15	35	15	35	15	33	17	33	17	25	15	25	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	35	15	25	15	25	15	15	5	15	5	15	5	15	5	39	45
0	0	0	0	0	0	0	0	0	0	34	17	34	17	26	15	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15	26	15	16	5	16	5	16	5	16	5	40	45
0	0	0	0	0	0	0	0	0	0	35	17	35	17	27	15	27	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15	27	15	17	5	17	5	17	5	17	5	41	45
0	0	0	0	0	0	0	0	0	0	35	16	35	16	28	15	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	28	15	18	5	18	5	18	5	18	5	42	45
0	0	0	0	0	0	0	0	0	0	35	15	35	15	29	15	29	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15	29	15	19	5	19	5	19	5	19	5	43	45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15	30	15	20	5	20	5	20	5	20	5	44	45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	15	31	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	15	31	15	21	5	21	5	21	5	21	5	45	45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	32	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	32	15	22	5	22	5	22	5	22	5	45	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	33	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	15	33	15	23	5	23	5	23	5	23	5	45	43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	15	34	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	15	34	15	24	5	24	5	24	5	24	5	45	42
0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	15	35	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	15	35	15	25	5	25	5	25	5	25	5	45	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	26	5	26	5	26	5	45	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	5	27	5	27	5	27	5	45	39
