Path2_1(x)	Path2_1(y)	Path2_2(x)	Path2_2(y)	Path2_3(x)	Path2_3(y)	Path2_4(x)	Path2_4(y)	Path2_5(x)	Path2_5(y)	Path2_6(x)	Path2_6(y)	Path2_7(x)	Path2_7(y)	Path2_8(x)	Path2_8(y)	Path2_9(x)	Path2_9(y)	Path2_10(x)	Path2_10(y)	Path2_11(x)	Path2_11(y)	Path2_12(x)	Path2_12(y)	Path2_13(x)	Path2_13(y)	Path2_14(x)	Path2_14(y)	Path2_15(x)	Path2_15(y)	Path2_16(x)	Path2_16(y)	Path2_17(x)	Path2_17(y)	Path2_18(x)	Path2_18(y)	Path2_19(x)	Path2_19(y)	Path2_20(x)	Path2_20(y)	Path2_21(x)	Path2_21(y)	Path2_22(x)	Path2_22(y)	Path2_23(x)	Path2_23(y)	Path2_24(x)	Path2_24(y)
8	18	17	27	20	30	22	32	17	27	20	30	22	32	22	32	17	27	20	30	22	32	17	27	20	30	22	32	22	32	5	15	20	30	22	32	20	30	22	32	22	32	5	15	25	35	25	35
9	18	17	26	21	30	22	31	17	26	21	30	22	31	22	31	17	26	21	30	22	31	17	26	21	30	22	31	22	31	5	14	21	30	22	31	21	30	22	31	22	31	5	14	26	35	26	35
10	18	17	25	22	30	22	30	17	25	22	30	22	30	22	30	17	25	22	30	22	30	17	25	22	30	22	30	22	30	5	13	22	30	22	30	22	30	22	30	22	30	5	13	27	35	27	35
11	18	18	25	22	29	22	29	18	25	22	29	22	29	22	29	18	25	22	29	22	29	18	25	22	29	22	29	22	29	5	12	23	30	23	30	23	30	23	30	23	30	5	12	28	35	28	35
12	18	19	25	22	28	22	28	19	25	22	28	22	28	22	28	19	25	22	28	22	28	19	25	22	28	22	28	22	28	6	12	24	30	24	30	24	30	24	30	24	30	5	11	29	35	29	35
13	18	20	25	22	27	22	27	20	25	22	27	22	27	22	27	20	25	22	27	22	27	20	25	22	27	22	27	22	27	7	12	25	30	25	30	25	30	25	30	25	30	5	10	30	35	30	35
14	18	21	25	22	26	22	26	21	25	22	26	22	26	22	26	21	25	22	26	22	26	21	25	22	26	22	26	22	26	8	12	26	30	26	30	26	30	26	30	26	30	5	9	31	35	31	35
15	18	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	22	25	9	12	27	30	27	30	27	30	27	30	27	30	5	8	32	35	32	35
15	17	22	24	22	24	22	24	22	24	22	24	22	24	22	24	23	25	23	25	23	25	23	25	23	25	23	25	23	25	10	12	28	30	28	30	28	30	28	30	28	30	5	7	33	35	33	35
15	16	22	23	22	23	22	23	22	23	22	23	22	23	22	23	24	25	24	25	24	25	24	25	24	25	24	25	24	25	11	12	29	30	29	30	29	30	29	30	29	30	5	6	34	35	34	35
15	15	22	22	22	22	22	22	22	22	22	22	22	22	22	22	25	25	25	25	25	25	25	25	25	25	25	25	25	25	12	12	30	30	30	30	30	30	30	30	30	30	5	5	35	35	35	35
16	15	22	21	22	21	22	21	22	21	22	21	22	21	22	21	25	24	25	24	25	24	25	24	25	24	25	24	25	24	13	12	30	29	30	29	30	29	30	29	30	29	6	5	35	34	35	34
17	15	22	20	22	20	22	20	22	20	22	20	22	20	22	20	25	23	25	23	25	23	25	23	25	23	25	23	25	23	14	12	30	28	30	28	30	28	30	28	30	28	7	5	35	33	35	33
18	15	22	19	22	19	22	19	22	19	22	19	22	19	22	19	25	22	25	22	25	22	25	22	25	22	25	22	25	22	15	12	30	27	30	27	30	27	30	27	30	27	8	5	35	32	35	32
19	15	22	18	22	18	22	18	22	18	22	18	22	18	22	18	25	21	25	21	25	21	25	21	25	21	25	21	25	21	16	12	30	26	30	26	30	26	30	26	30	26	9	5	35	31	35	31
20	15	22	17	22	17	22	17	22	17	22	17	22	17	22	17	25	20	25	20	25	20	25	20	25	20	25	20	25	20	17	12	30	25	30	25	30	25	30	25	30	25	10	5	35	30	35	30
21	15	22	16	22	16	22	16	22	16	22	16	22	16	22	16	25	19	25	19	25	19	25	19	25	19	25	19	25	19	17	13	30	24	30	24	30	24	30	24	30	24	11	5	35	29	35	29
22	15	22	15	22	15	22	15	22	15	22	15	22	15	22	15	25	18	25	18	25	18	25	18	25	18	25	18	25	18	17	14	30	23	30	23	30	23	30	23	30	23	12	5	35	28	35	28
23	15	23	15	23	15	23	15	23	15	23	15	23	15	23	15	25	17	25	17	25	17	25	17	25	17	25	17	25	17	17	15	30	22	30	22	30	22	30	22	30	22	13	5	35	27	35	27
24	15	24	15	24	15	24	15	24	15	24	15	24	15	24	15	25	16	25	16	25	16	25	16	25	16	25	16	25	16	18	15	30	21	30	21	30	21	30	21	30	21	14	5	35	26	35	26
25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	25	15	19	15	30	20	30	20	30	20	30	20	30	20	15	5	35	25	35	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	30	19	30	19	30	19	30	19	30	19	16	5	35	24	35	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	30	18	30	18	30	18	30	18	30	18	17	5	35	23	35	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	30	17	30	17	30	17	30	17	30	17	18	5	35	22	35	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	30	16	30	16	30	16	30	16	30	16	19	5	34	22	35	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	15	30	15	30	15	30	15	30	15	30	15	20	5	33	22	35	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	29	15	29	15	29	15	29	15	29	15	21	5	32	22	35	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	28	15	28	15	28	15	28	15	22	5	31	22	35	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15	27	15	27	15	27	15	27	15	22	6	30	22	35	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15	26	15	26	15	26	15	26	15	22	7	30	21	35	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	25	15	25	15	25	15	25	15	22	8	30	20	35	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	9	30	19	35	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	30	18	35	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	30	17	35	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	30	16	34	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13	30	15	33	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	14	29	15	32	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	28	15	31	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	27	15	30	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	15	26	15	30	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15	25	15	30	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	15
