Path5_1(x)	Path5_1(y)	Path5_2(x)	Path5_2(y)	Path5_3(x)	Path5_3(y)	Path5_4(x)	Path5_4(y)	Path5_5(x)	Path5_5(y)	Path5_6(x)	Path5_6(y)	Path5_7(x)	Path5_7(y)	Path5_8(x)	Path5_8(y)	Path5_9(x)	Path5_9(y)	Path5_10(x)	Path5_10(y)	Path5_11(x)	Path5_11(y)	Path5_12(x)	Path5_12(y)	Path5_13(x)	Path5_13(y)	Path5_14(x)	Path5_14(y)	Path5_15(x)	Path5_15(y)	Path5_16(x)	Path5_16(y)	Path5_17(x)	Path5_17(y)	Path5_18(x)	Path5_18(y)	Path5_19(x)	Path5_19(y)	Path5_20(x)	Path5_20(y)	Path5_21(x)	Path5_21(y)	Path5_22(x)	Path5_22(y)	Path5_23(x)	Path5_23(y)	Path5_24(x)	Path5_24(y)
37	24	37	24	37	24	37	24	37	24	60	47	60	47	33	20	33	20	33	20	33	20	33	20	33	20	27	20	27	20	27	20	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59
38	24	38	24	38	24	38	24	38	24	60	46	60	46	34	20	34	20	34	20	34	20	34	20	34	20	28	20	28	20	28	20	60	58	60	58	60	58	60	58	60	58	60	58	60	58	60	58
39	24	39	24	39	24	39	24	39	24	60	45	60	45	35	20	35	20	35	20	35	20	35	20	35	20	29	20	29	20	29	20	60	57	60	57	60	57	60	57	60	57	60	57	60	57	60	57
40	24	40	24	40	24	40	24	40	24	60	44	60	44	36	20	36	20	36	20	36	20	36	20	36	20	30	20	30	20	30	20	60	56	60	56	60	56	60	56	60	56	60	56	60	56	60	56
41	24	41	24	41	24	41	24	41	24	60	43	60	43	37	20	37	20	37	20	37	20	37	20	37	20	31	20	31	20	31	20	61	56	61	56	61	56	61	56	61	56	61	56	61	56	61	56
42	24	42	24	42	24	42	24	42	24	60	42	60	42	38	20	38	20	38	20	38	20	38	20	38	20	32	20	32	20	32	20	62	56	62	56	62	56	62	56	62	56	62	56	62	56	62	56
43	24	43	24	43	24	43	24	43	24	60	41	60	41	39	20	39	20	39	20	39	20	39	20	39	20	33	20	33	20	33	20	63	56	63	56	63	56	63	56	63	56	63	56	63	56	63	56
44	24	44	24	44	24	44	24	44	24	60	40	60	40	40	20	40	20	40	20	40	20	40	20	40	20	34	20	34	20	34	20	63	55	63	55	63	55	63	55	63	55	63	55	63	55	63	55
45	24	45	24	45	24	45	24	45	24	60	39	60	39	41	20	41	20	41	20	41	20	41	20	41	20	35	20	35	20	35	20	63	54	63	54	63	54	63	54	63	54	63	54	63	54	63	54
46	24	46	24	46	24	46	24	46	24	60	38	60	38	42	20	42	20	42	20	42	20	42	20	42	20	36	20	36	20	36	20	63	53	63	53	63	53	63	53	63	53	63	53	63	53	63	53
47	24	47	24	47	24	47	24	47	24	60	37	60	37	43	20	43	20	43	20	43	20	43	20	43	20	37	20	37	20	37	20	63	52	63	52	63	52	63	52	63	52	63	52	63	52	63	52
48	24	48	24	48	24	48	24	48	24	60	36	59	37	44	20	44	20	44	20	44	20	44	20	44	20	38	20	38	20	38	20	63	51	63	51	63	51	63	51	63	51	63	51	63	51	63	51
49	24	49	24	49	24	49	24	49	24	60	35	58	37	45	20	45	20	45	20	45	20	45	20	45	20	39	20	39	20	39	20	63	50	63	50	63	50	63	50	63	50	63	50	63	50	63	50
50	24	50	24	50	24	50	24	50	24	60	34	58	36	46	20	46	20	46	20	46	20	46	20	46	20	40	20	40	20	40	20	63	49	63	49	63	49	63	49	63	49	63	49	63	49	63	49
51	24	51	24	51	24	51	24	51	24	60	33	58	35	47	20	47	20	47	20	47	20	47	20	47	20	41	20	41	20	41	20	63	48	63	48	63	48	63	48	63	48	63	48	63	48	63	48
52	24	52	24	52	24	52	24	52	24	60	32	58	34	48	20	48	20	48	20	48	20	48	20	48	20	42	20	42	20	42	20	63	47	63	47	63	47	63	47	63	47	63	47	63	47	63	47
53	24	53	24	53	24	53	24	53	24	60	31	58	33	49	20	49	20	49	20	49	20	49	20	49	20	43	20	43	20	43	20	63	46	63	46	63	46	63	46	63	46	63	46	63	46	63	46
54	24	54	24	54	24	54	24	54	24	60	30	58	32	50	20	50	20	50	20	50	20	50	20	50	20	44	20	44	20	44	20	63	45	63	45	63	45	63	45	63	45	63	45	63	45	63	45
55	24	55	24	55	24	55	24	55	24	60	29	58	31	51	20	51	20	51	20	51	20	51	20	51	20	45	20	45	20	45	20	63	44	63	44	63	44	63	44	63	44	63	44	63	44	63	44
56	24	56	24	56	24	56	24	56	24	60	28	58	30	52	20	52	20	52	20	52	20	52	20	52	20	46	20	46	20	46	20	63	43	63	43	63	43	63	43	63	43	63	43	63	43	63	43
57	24	57	24	57	24	57	24	57	24	60	27	58	29	53	20	53	20	53	20	53	20	53	20	53	20	47	20	47	20	47	20	63	42	63	42	63	42	63	42	63	42	63	42	63	42	63	42
58	24	58	24	58	24	58	24	58	24	60	26	58	28	54	20	54	20	54	20	54	20	54	20	54	20	48	20	48	20	48	20	63	41	63	41	63	41	63	41	63	41	63	41	63	41	63	41
59	24	59	24	59	24	59	24	59	24	60	25	58	27	55	20	55	20	55	20	55	20	55	20	55	20	49	20	49	20	49	20	63	40	63	40	63	40	63	40	63	40	63	40	63	40	63	40
60	24	60	24	60	24	60	24	60	24	60	24	58	26	56	20	56	20	56	20	56	20	56	20	56	20	50	20	50	20	50	20	63	39	63	39	63	39	63	39	63	39	63	39	63	39	63	39
0	0	0	0	0	0	0	0	0	0	0	0	58	25	57	20	57	20	57	20	57	20	57	20	57	20	51	20	51	20	51	20	63	38	63	38	63	38	63	38	63	38	63	38	63	38	63	38
0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	20	58	20	58	20	58	20	58	20	58	20	52	20	52	20	52	20	63	37	63	37	63	37	63	37	63	37	63	37	63	37	63	37
0	0	0	0	0	0	0	0	0	0	0	0	59	24	58	21	58	21	58	21	58	21	58	21	58	21	53	20	53	20	53	20	64	37	64	37	64	37	64	37	64	37	64	37	64	37	64	37
0	0	0	0	0	0	0	0	0	0	0	0	60	24	58	22	58	22	58	22	58	22	58	22	58	22	54	20	54	20	54	20	65	37	65	37	65	37	65	37	65	37	65	37	65	37	65	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	58	23	58	23	58	23	58	23	58	23	55	20	55	20	55	20	66	37	66	37	66	37	66	37	66	37	66	37	66	37	66	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	24	58	24	58	24	58	24	58	24	56	20	56	20	56	20	67	37	67	37	67	37	67	37	67	37	67	37	67	37	67	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	24	59	24	59	24	59	24	59	24	59	24	57	20	57	20	57	20	68	37	68	37	68	37	68	37	68	37	68	37	68	37	68	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	60	24	60	24	60	24	60	24	60	24	58	20	58	20	58	20	69	37	69	37	69	37	69	37	69	37	69	37	69	37	69	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	21	58	21	58	21	70	37	70	37	70	37	70	37	70	37	70	37	70	37	70	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	22	58	22	58	22	71	37	71	37	71	37	71	37	71	37	71	37	71	37	71	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	23	58	23	58	23	72	37	72	37	72	37	72	37	72	37	72	37	72	37	72	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	24	58	24	58	24	72	36	72	36	72	36	72	36	72	36	72	36	72	36	72	36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	24	59	24	59	24	72	35	72	35	72	35	72	35	72	35	72	35	72	35	72	35
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	60	24	60	24	72	34	72	34	72	34	72	34	72	34	72	34	72	34	72	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	33	72	33	72	33	72	33	72	33	72	33	72	33	72	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	32	72	32	72	32	72	32	72	32	72	32	72	32	72	32
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	31	72	31	72	31	72	31	72	31	72	31	72	31	72	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	30	72	30	72	30	72	30	72	30	72	30	72	30	72	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	29	72	29	72	29	72	29	72	29	72	29	72	29	72	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	28	72	28	72	28	72	28	72	28	72	28	72	28	72	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	27	72	27	72	27	72	27	72	27	72	27	72	27	72	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	26	72	26	72	26	72	26	72	26	72	26	72	26	72	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	25	72	25	72	25	72	25	72	25	72	25	72	25	72	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	24	72	24	72	24	72	24	72	24	72	24	72	24	72	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	23	72	23	72	23	72	23	72	23	72	23	72	23	72	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	22	72	22	72	22	72	22	72	22	72	22	72	22	72	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	21	72	21	72	21	72	21	72	21	72	21	72	21	72	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	20	72	20	72	20	72	20	72	20	72	20	72	20	72	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	19	72	19	72	19	72	19	72	19	72	19	72	19	72	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	18	72	18	72	18	72	18	72	18	72	18	72	18	72	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	17	72	17	72	17	72	17	72	17	72	17	72	17	72	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	16	72	16	72	16	72	16	72	16	72	16	72	16	72	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	15	72	15	72	15	72	15	72	15	72	15	72	15	72	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	14	72	14	72	14	72	14	72	14	72	14	72	14	72	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	13	72	13	72	13	72	13	72	13	72	13	72	13	72	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	12	72	12	72	12	72	12	72	12	72	12	72	12	72	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	12	71	12	71	12	71	12	71	12	71	12	71	12	71	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	12	70	12	70	12	70	12	70	12	70	12	70	12	70	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	12	69	12	69	12	69	12	69	12	69	12	69	12	69	12
